1-Wire/iButton Part Number: DS1921G-F5
1-Wire/iButton Registration Number: 080000005699AE21
Is Mission Active?  false
Mission Start:  Sun Jul 18 17:46:00 CEST 2021
Sample Rate:  Every 255 minute(s)
Number of Mission Samples:  2074
Total Samples:  2074
Roll Over Enabled?  false
Roll Over Occurred?  Roll over has occurred
Active Alarms:  None fired
Next Clock Alarm At:  Disabled
High Temperature Alarm:  85 °C
Low Temperature Alarm:  -40 °C

Date/Time,Unit,Value
10/16/21, 4:46:00 PM,C,8.5
10/16/21, 9:01:00 PM,C,6
10/17/21, 1:16:00 AM,C,5.5
10/17/21, 5:31:00 AM,C,5.5
10/17/21, 9:46:00 AM,C,7
10/17/21, 2:01:00 PM,C,12
10/17/21, 6:16:00 PM,C,6.5
10/17/21, 10:31:00 PM,C,5.5
10/18/21, 2:46:00 AM,C,5
10/18/21, 7:01:00 AM,C,4
10/18/21, 11:16:00 AM,C,6.5
10/18/21, 3:31:00 PM,C,7.5
10/18/21, 7:46:00 PM,C,5
10/19/21, 12:01:00 AM,C,0
10/19/21, 4:16:00 AM,C,-1
10/19/21, 8:31:00 AM,C,1
10/19/21, 12:46:00 PM,C,16.5
10/19/21, 5:01:00 PM,C,9
10/19/21, 9:16:00 PM,C,3.5
10/20/21, 1:31:00 AM,C,4
10/20/21, 5:46:00 AM,C,6
10/20/21, 10:01:00 AM,C,5.5
10/20/21, 2:16:00 PM,C,4.5
10/20/21, 6:31:00 PM,C,4
10/20/21, 10:46:00 PM,C,3.5
10/21/21, 3:01:00 AM,C,1
10/21/21, 7:16:00 AM,C,3
10/21/21, 11:31:00 AM,C,8.5
10/21/21, 3:46:00 PM,C,12
10/21/21, 8:01:00 PM,C,6.5
10/22/21, 12:16:00 AM,C,6.5
10/22/21, 4:31:00 AM,C,5.5
10/22/21, 8:46:00 AM,C,5
10/22/21, 1:01:00 PM,C,6.5
10/22/21, 5:16:00 PM,C,5.5
10/22/21, 9:31:00 PM,C,2
10/23/21, 1:46:00 AM,C,2
10/23/21, 6:01:00 AM,C,2
10/23/21, 10:16:00 AM,C,2.5
