1-Wire/iButton Part Number: DS1921G-F5
1-Wire/iButton Registration Number: CB0000005699CE21
Is Mission Active?  false
Mission Start:  Sun Jul 18 17:47:00 CEST 2021
Sample Rate:  Every 255 minute(s)
Number of Mission Samples:  2074
Total Samples:  2074
Roll Over Enabled?  false
Roll Over Occurred?  Roll over has occurred
Active Alarms:  None fired
Next Clock Alarm At:  Disabled
High Temperature Alarm:  85 °C
Low Temperature Alarm:  -40 °C

Date/Time,Unit,Value
10/7/21, 7:32:00 AM,C,0
10/7/21, 11:47:00 AM,C,8
10/7/21, 4:02:00 PM,C,6.5
10/7/21, 8:17:00 PM,C,-1
10/8/21, 12:32:00 AM,C,-1.5
10/8/21, 4:47:00 AM,C,-1
10/8/21, 9:02:00 AM,C,3
10/8/21, 1:17:00 PM,C,13.5
10/8/21, 5:32:00 PM,C,6
10/8/21, 9:47:00 PM,C,0
10/9/21, 2:02:00 AM,C,-2
10/9/21, 6:17:00 AM,C,0.5
10/9/21, 10:32:00 AM,C,5
10/9/21, 2:47:00 PM,C,5.5
10/9/21, 7:02:00 PM,C,3.5
10/9/21, 11:17:00 PM,C,4
10/10/21, 3:32:00 AM,C,2.5
10/10/21, 7:47:00 AM,C,1
10/10/21, 12:02:00 PM,C,6
10/10/21, 4:17:00 PM,C,2
10/10/21, 8:32:00 PM,C,0
10/11/21, 12:47:00 AM,C,-0.5
10/11/21, 5:02:00 AM,C,-1.5
10/11/21, 9:17:00 AM,C,0
10/11/21, 1:32:00 PM,C,6
10/11/21, 5:47:00 PM,C,2.5
10/11/21, 10:02:00 PM,C,-1.5
10/12/21, 2:17:00 AM,C,-3
10/12/21, 6:32:00 AM,C,-2
10/12/21, 10:47:00 AM,C,3.5
10/12/21, 3:02:00 PM,C,6.5
10/12/21, 7:17:00 PM,C,0
10/12/21, 11:32:00 PM,C,0
10/13/21, 3:47:00 AM,C,0
10/13/21, 8:02:00 AM,C,-0.5
10/13/21, 12:17:00 PM,C,4.5
10/13/21, 4:32:00 PM,C,1
10/13/21, 8:47:00 PM,C,0
10/14/21, 1:02:00 AM,C,0
10/14/21, 5:17:00 AM,C,0
10/14/21, 9:32:00 AM,C,1
10/14/21, 1:47:00 PM,C,4.5
10/14/21, 6:02:00 PM,C,2.5
10/14/21, 10:17:00 PM,C,2.5
10/15/21, 2:32:00 AM,C,3.5
10/15/21, 6:47:00 AM,C,3
10/15/21, 11:02:00 AM,C,5
10/15/21, 3:17:00 PM,C,5
10/15/21, 7:32:00 PM,C,4
10/15/21, 11:47:00 PM,C,3.5
10/16/21, 4:02:00 AM,C,4
10/16/21, 8:17:00 AM,C,5
10/16/21, 12:32:00 PM,C,7.5
10/16/21, 4:47:00 PM,C,9
10/16/21, 9:02:00 PM,C,6.5
10/17/21, 1:17:00 AM,C,6
10/17/21, 5:32:00 AM,C,5.5
10/17/21, 9:47:00 AM,C,7.5
10/17/21, 2:02:00 PM,C,12
10/17/21, 6:17:00 PM,C,7
10/17/21, 10:32:00 PM,C,5.5
10/18/21, 2:47:00 AM,C,5
10/18/21, 7:02:00 AM,C,4.5
10/18/21, 11:17:00 AM,C,7
10/18/21, 3:32:00 PM,C,7.5
10/18/21, 7:47:00 PM,C,5
10/19/21, 12:02:00 AM,C,1
10/19/21, 4:17:00 AM,C,0
10/19/21, 8:32:00 AM,C,2
10/19/21, 12:47:00 PM,C,16.5
10/19/21, 5:02:00 PM,C,9
10/19/21, 9:17:00 PM,C,4.5
10/20/21, 1:32:00 AM,C,4.5
10/20/21, 5:47:00 AM,C,6.5
10/20/21, 10:02:00 AM,C,6
10/20/21, 2:17:00 PM,C,4.5
10/20/21, 6:32:00 PM,C,4.5
10/20/21, 10:47:00 PM,C,4
10/21/21, 3:02:00 AM,C,1.5
10/21/21, 7:17:00 AM,C,3
10/21/21, 11:32:00 AM,C,9
10/21/21, 3:47:00 PM,C,12.5
10/21/21, 8:02:00 PM,C,7
10/22/21, 12:17:00 AM,C,6.5
10/22/21, 4:32:00 AM,C,6
10/22/21, 8:47:00 AM,C,5.5
10/22/21, 1:02:00 PM,C,7
10/22/21, 5:17:00 PM,C,6
10/22/21, 9:32:00 PM,C,2.5
10/23/21, 1:47:00 AM,C,2
10/23/21, 6:02:00 AM,C,2
10/23/21, 10:17:00 AM,C,3
10/23/21, 2:32:00 PM,C,4.5
10/23/21, 6:47:00 PM,C,4
10/23/21, 11:02:00 PM,C,3.5
10/24/21, 3:17:00 AM,C,3
10/24/21, 7:32:00 AM,C,4
10/24/21, 11:47:00 AM,C,5
10/24/21, 4:02:00 PM,C,2.5
10/24/21, 8:17:00 PM,C,2.5
10/25/21, 12:32:00 AM,C,2.5
10/25/21, 4:47:00 AM,C,2
10/25/21, 9:02:00 AM,C,2.5
10/25/21, 1:17:00 PM,C,3.5
10/25/21, 5:32:00 PM,C,0.5
10/25/21, 9:47:00 PM,C,0
10/26/21, 2:02:00 AM,C,0.5
10/26/21, 6:17:00 AM,C,1
10/26/21, 10:32:00 AM,C,1
10/26/21, 2:47:00 PM,C,2.5
10/26/21, 7:02:00 PM,C,2
10/26/21, 11:17:00 PM,C,1.5
10/27/21, 3:32:00 AM,C,1
10/27/21, 7:47:00 AM,C,1.5
10/27/21, 12:02:00 PM,C,4
10/27/21, 4:17:00 PM,C,4
10/27/21, 8:32:00 PM,C,2
10/28/21, 12:47:00 AM,C,1
10/28/21, 5:02:00 AM,C,0
10/28/21, 9:17:00 AM,C,6.5
10/28/21, 1:32:00 PM,C,8
10/28/21, 5:47:00 PM,C,6
10/28/21, 10:02:00 PM,C,4
10/29/21, 2:17:00 AM,C,3
10/29/21, 6:32:00 AM,C,1.5
10/29/21, 10:47:00 AM,C,4.5
10/29/21, 3:02:00 PM,C,3
10/29/21, 7:17:00 PM,C,-2
10/29/21, 11:32:00 PM,C,-2.5
10/30/21, 3:47:00 AM,C,-3.5
10/30/21, 8:02:00 AM,C,-4.5
10/30/21, 12:17:00 PM,C,15
