1-Wire/iButton Part Number: DS1921G-F5
1-Wire/iButton Registration Number: DD0000004EB0B621
Is Mission Active?  false
Mission Start:  Mon Jul 27 23:46:00 PDT 2020
Sample Rate:  Every 255 minute(s)
Number of Mission Samples:  2049
Total Samples:  3973
Roll Over Enabled?  false
Roll Over Occurred?  Roll over has occurred
Active Alarms:  None fired
Next Clock Alarm At:  Disabled
High Temperature Alarm:  85 °C
Low Temperature Alarm:  -40 °C

Date/Time,Unit,Value
11/6/20 6:31:00 PM,C,2
11/6/20 10:46:00 PM,C,1.5
11/7/20 3:01:00 AM,C,1
11/7/20 7:16:00 AM,C,1
11/7/20 11:31:00 AM,C,1
11/7/20 3:46:00 PM,C,1
11/7/20 8:01:00 PM,C,1
11/8/20 12:16:00 AM,C,0.5
11/8/20 4:31:00 AM,C,0.5
11/8/20 8:46:00 AM,C,0.5
11/8/20 1:01:00 PM,C,0.5
11/8/20 5:16:00 PM,C,0.5
11/8/20 9:31:00 PM,C,0.5
11/9/20 1:46:00 AM,C,0
11/9/20 6:01:00 AM,C,0
11/9/20 10:16:00 AM,C,0
11/9/20 2:31:00 PM,C,0
11/9/20 6:46:00 PM,C,0
11/9/20 11:01:00 PM,C,0
11/10/20 3:16:00 AM,C,0
11/10/20 7:31:00 AM,C,0
11/10/20 11:46:00 AM,C,0
11/10/20 4:01:00 PM,C,0
11/10/20 8:16:00 PM,C,0
11/11/20 12:31:00 AM,C,0
11/11/20 4:46:00 AM,C,0
11/11/20 9:01:00 AM,C,0
11/11/20 1:16:00 PM,C,0
11/11/20 5:31:00 PM,C,0
11/11/20 9:46:00 PM,C,0
11/12/20 2:01:00 AM,C,0
11/12/20 6:16:00 AM,C,0
11/12/20 10:31:00 AM,C,0
11/12/20 2:46:00 PM,C,0
11/12/20 7:01:00 PM,C,0
11/12/20 11:16:00 PM,C,0
11/13/20 3:31:00 AM,C,0
11/13/20 7:46:00 AM,C,0
11/13/20 12:01:00 PM,C,0
11/13/20 4:16:00 PM,C,0
11/13/20 8:31:00 PM,C,0
11/14/20 12:46:00 AM,C,0
11/14/20 5:01:00 AM,C,0
11/14/20 9:16:00 AM,C,0
11/14/20 1:31:00 PM,C,0
11/14/20 5:46:00 PM,C,0
11/14/20 10:01:00 PM,C,0
11/15/20 2:16:00 AM,C,0
11/15/20 6:31:00 AM,C,0
11/15/20 10:46:00 AM,C,0
11/15/20 3:01:00 PM,C,0
11/15/20 7:16:00 PM,C,0
11/15/20 11:31:00 PM,C,0
11/16/20 3:46:00 AM,C,0
11/16/20 8:01:00 AM,C,0
