1-Wire/iButton Part Number: DS1921G-F5
1-Wire/iButton Registration Number: 7500000056935821
Is Mission Active?  false
Mission Start:  Sun Jul 18 17:45:00 CEST 2021
Sample Rate:  Every 255 minute(s)
Number of Mission Samples:  2074
Total Samples:  2076
Roll Over Enabled?  false
Roll Over Occurred?  Roll over has occurred
Active Alarms:  None fired
Next Clock Alarm At:  Disabled
High Temperature Alarm:  85 °C
Low Temperature Alarm:  -40 °C

Date/Time,Unit,Value
9/16/21, 2:15:00 PM,C,12
9/16/21, 6:30:00 PM,C,10
9/16/21, 10:45:00 PM,C,8.5
9/17/21, 3:00:00 AM,C,8.5
9/17/21, 7:15:00 AM,C,8.5
9/17/21, 11:30:00 AM,C,8
9/17/21, 3:45:00 PM,C,8.5
9/17/21, 8:00:00 PM,C,9.5
9/18/21, 12:15:00 AM,C,9.5
9/18/21, 4:30:00 AM,C,9
9/18/21, 8:45:00 AM,C,9
9/18/21, 1:00:00 PM,C,9.5
9/18/21, 5:15:00 PM,C,10
9/18/21, 9:30:00 PM,C,9.5
9/19/21, 1:45:00 AM,C,8.5
9/19/21, 6:00:00 AM,C,8
9/19/21, 10:15:00 AM,C,8.5
9/19/21, 2:30:00 PM,C,9
9/19/21, 6:45:00 PM,C,9
9/19/21, 11:00:00 PM,C,8.5
9/20/21, 3:15:00 AM,C,8
9/20/21, 7:30:00 AM,C,8
9/20/21, 11:45:00 AM,C,9.5
9/20/21, 4:00:00 PM,C,10.5
9/20/21, 8:15:00 PM,C,9.5
9/21/21, 12:30:00 AM,C,7.5
9/21/21, 4:45:00 AM,C,6.5
9/21/21, 9:00:00 AM,C,6.5
9/21/21, 1:15:00 PM,C,12
9/21/21, 5:30:00 PM,C,11.5
9/21/21, 9:45:00 PM,C,9.5
9/22/21, 2:00:00 AM,C,8.5
9/22/21, 6:15:00 AM,C,8
9/22/21, 10:30:00 AM,C,9
9/22/21, 2:45:00 PM,C,10.5
9/22/21, 7:00:00 PM,C,10.5
9/22/21, 11:15:00 PM,C,9
9/23/21, 3:30:00 AM,C,8
9/23/21, 7:45:00 AM,C,7
9/23/21, 12:00:00 PM,C,10
9/23/21, 4:15:00 PM,C,11.5
9/23/21, 8:30:00 PM,C,10
9/24/21, 12:45:00 AM,C,8.5
9/24/21, 5:00:00 AM,C,7.5
9/24/21, 9:15:00 AM,C,7.5
9/24/21, 1:30:00 PM,C,12.5
9/24/21, 5:45:00 PM,C,11.5
9/24/21, 10:00:00 PM,C,10
9/25/21, 2:15:00 AM,C,8.5
9/25/21, 6:30:00 AM,C,8
9/25/21, 10:45:00 AM,C,10
9/25/21, 3:00:00 PM,C,13
9/25/21, 7:15:00 PM,C,11
9/25/21, 11:30:00 PM,C,10
9/26/21, 3:45:00 AM,C,9
9/26/21, 8:00:00 AM,C,9
9/26/21, 12:15:00 PM,C,10
9/26/21, 4:30:00 PM,C,10
9/26/21, 8:45:00 PM,C,10
9/27/21, 1:00:00 AM,C,10
9/27/21, 5:15:00 AM,C,9.5
9/27/21, 9:30:00 AM,C,9
9/27/21, 1:45:00 PM,C,9.5
9/27/21, 6:00:00 PM,C,9.5
9/27/21, 10:15:00 PM,C,8
9/28/21, 2:30:00 AM,C,7.5
9/28/21, 6:45:00 AM,C,8
9/28/21, 11:00:00 AM,C,8.5
9/28/21, 3:15:00 PM,C,9.5
9/28/21, 7:30:00 PM,C,8.5
9/28/21, 11:45:00 PM,C,8
9/29/21, 4:00:00 AM,C,7
9/29/21, 8:15:00 AM,C,7
9/29/21, 12:30:00 PM,C,7.5
9/29/21, 4:45:00 PM,C,8
9/29/21, 9:00:00 PM,C,7.5
9/30/21, 1:15:00 AM,C,8
9/30/21, 5:30:00 AM,C,8
9/30/21, 9:45:00 AM,C,8.5
9/30/21, 2:00:00 PM,C,7.5
9/30/21, 6:15:00 PM,C,8.5
9/30/21, 10:30:00 PM,C,7.5
10/1/21, 2:45:00 AM,C,7
10/1/21, 7:00:00 AM,C,6.5
10/1/21, 11:15:00 AM,C,7.5
10/1/21, 3:30:00 PM,C,10.5
10/1/21, 7:45:00 PM,C,9
10/2/21, 12:00:00 AM,C,7
10/2/21, 4:15:00 AM,C,6
10/2/21, 8:30:00 AM,C,6.5
10/2/21, 12:45:00 PM,C,8.5
10/2/21, 5:00:00 PM,C,10
10/2/21, 9:15:00 PM,C,8.5
10/3/21, 1:30:00 AM,C,8
10/3/21, 5:45:00 AM,C,8
10/3/21, 10:00:00 AM,C,8
10/3/21, 2:15:00 PM,C,9.5
10/3/21, 6:30:00 PM,C,9
10/3/21, 10:45:00 PM,C,8
10/4/21, 3:00:00 AM,C,6.5
10/4/21, 7:15:00 AM,C,6
10/4/21, 11:30:00 AM,C,8
10/4/21, 3:45:00 PM,C,9.5
10/4/21, 8:00:00 PM,C,8
10/5/21, 12:15:00 AM,C,7.5
10/5/21, 4:30:00 AM,C,7.5
10/5/21, 8:45:00 AM,C,7
10/5/21, 1:00:00 PM,C,7.5
10/5/21, 5:15:00 PM,C,7.5
10/5/21, 9:30:00 PM,C,6.5
10/6/21, 1:45:00 AM,C,6.5
10/6/21, 6:00:00 AM,C,5.5
10/6/21, 10:15:00 AM,C,5
10/6/21, 2:30:00 PM,C,7.5
10/6/21, 6:45:00 PM,C,6.5
10/6/21, 11:00:00 PM,C,5.5
10/7/21, 3:15:00 AM,C,5
10/7/21, 7:30:00 AM,C,4.5
10/7/21, 11:45:00 AM,C,5.5
10/7/21, 4:00:00 PM,C,8
10/7/21, 8:15:00 PM,C,5.5
10/8/21, 12:30:00 AM,C,4
10/8/21, 4:45:00 AM,C,3
10/8/21, 9:00:00 AM,C,3
10/8/21, 1:15:00 PM,C,6
10/8/21, 5:30:00 PM,C,6.5
10/8/21, 9:45:00 PM,C,4.5
10/9/21, 2:00:00 AM,C,3
10/9/21, 6:15:00 AM,C,3
10/9/21, 10:30:00 AM,C,3.5
10/9/21, 2:45:00 PM,C,5
10/9/21, 7:00:00 PM,C,5
10/9/21, 11:15:00 PM,C,4.5
10/10/21, 3:30:00 AM,C,5
10/10/21, 7:45:00 AM,C,4.5
10/10/21, 12:00:00 PM,C,6
10/10/21, 4:15:00 PM,C,6.5
10/10/21, 8:30:00 PM,C,5.5
10/11/21, 12:45:00 AM,C,4
10/11/21, 5:00:00 AM,C,3.5
10/11/21, 9:15:00 AM,C,3
10/11/21, 1:30:00 PM,C,5
10/11/21, 5:45:00 PM,C,5
10/11/21, 10:00:00 PM,C,3.5
10/12/21, 2:15:00 AM,C,2.5
10/12/21, 6:30:00 AM,C,2
10/12/21, 10:45:00 AM,C,2.5
10/12/21, 3:00:00 PM,C,4.5
10/12/21, 7:15:00 PM,C,4
10/12/21, 11:30:00 PM,C,3.5
10/13/21, 3:45:00 AM,C,3.5
10/13/21, 8:00:00 AM,C,3.5
10/13/21, 12:15:00 PM,C,3.5
10/13/21, 4:30:00 PM,C,3
10/13/21, 8:45:00 PM,C,3
10/14/21, 1:00:00 AM,C,3
10/14/21, 5:15:00 AM,C,3
10/14/21, 9:30:00 AM,C,3
10/14/21, 1:45:00 PM,C,3
10/14/21, 6:00:00 PM,C,3
10/14/21, 10:15:00 PM,C,3
10/15/21, 2:30:00 AM,C,3
10/15/21, 6:45:00 AM,C,2.5
10/15/21, 11:00:00 AM,C,2.5
10/15/21, 3:15:00 PM,C,3
10/15/21, 7:30:00 PM,C,3
10/15/21, 11:45:00 PM,C,3.5
10/16/21, 4:00:00 AM,C,3.5
10/16/21, 8:15:00 AM,C,4
10/16/21, 12:30:00 PM,C,4.5
